sid|fname
308|datasets/VCTK-Corpus/wav22/p308/p308_329.wav|I am content with the silver.
276|datasets/VCTK-Corpus/wav22/p276/p276_155.wav|was everything done to save people ?
312|datasets/VCTK-Corpus/wav22/p312/p312_387.wav|I have to say, for me, the game was not.
361|datasets/VCTK-Corpus/wav22/p361/p361_174.wav|Father is on the train.
253|datasets/VCTK-Corpus/wav22/p253/p253_213.wav|It is not just about pay.
269|datasets/VCTK-Corpus/wav22/p269/p269_013.wav|Others have tried to explain the phenomenon physically.
345|datasets/VCTK-Corpus/wav22/p345/p345_028.wav|But perhaps we shouldn't worry too much.
351|datasets/VCTK-Corpus/wav22/p351/p351_320.wav|Some were close to tears.
308|datasets/VCTK-Corpus/wav22/p308/p308_051.wav|His replacement was named yesterday, following inquiries by The Herald.
363|datasets/VCTK-Corpus/wav22/p363/p363_157.wav|Perhaps it was just as well.
277|datasets/VCTK-Corpus/wav22/p277/p277_384.wav|My Dad is a hero.
351|datasets/VCTK-Corpus/wav22/p351/p351_035.wav|Here, the fans have been fantastic.
262|datasets/VCTK-Corpus/wav22/p262/p262_040.wav|Ask her to bring these things with her from the store.
254|datasets/VCTK-Corpus/wav22/p254/p254_077.wav|Even the one she loved.
329|datasets/VCTK-Corpus/wav22/p329/p329_312.wav|I wanted, really, to deal with two opposite energies.
233|datasets/VCTK-Corpus/wav22/p233/p233_375.wav|But no such amendment has been brought before the Scottish Parliament.
329|datasets/VCTK-Corpus/wav22/p329/p329_217.wav|He wins the match with a passionate, committed, almost demented, display.
334|datasets/VCTK-Corpus/wav22/p334/p334_136.wav|They follow him everywhere.
317|datasets/VCTK-Corpus/wav22/p317/p317_110.wav|The captaincy will help that, too.
316|datasets/VCTK-Corpus/wav22/p316/p316_143.wav|In the meantime, everyone is taking everyone to court.
252|datasets/VCTK-Corpus/wav22/p252/p252_395.wav|If we get the wrong candidate.
351|datasets/VCTK-Corpus/wav22/p351/p351_169.wav|It's the way we go about it.
304|datasets/VCTK-Corpus/wav22/p304/p304_105.wav|There is no pressure from anyone now.
326|datasets/VCTK-Corpus/wav22/p326/p326_282.wav|Butcher has only one idea in mind.
301|datasets/VCTK-Corpus/wav22/p301/p301_190.wav|The Yugoslav army will still be there.
275|datasets/VCTK-Corpus/wav22/p275/p275_184.wav|Now, suddenly, we have this new landscape.
317|datasets/VCTK-Corpus/wav22/p317/p317_102.wav|Obviously, Airbus is one of these.
300|datasets/VCTK-Corpus/wav22/p300/p300_028.wav|There is bound to be a formal complaint.
313|datasets/VCTK-Corpus/wav22/p313/p313_197.wav|Stan is a vital part of our future.
249|datasets/VCTK-Corpus/wav22/p249/p249_111.wav|It is not normal practice.
294|datasets/VCTK-Corpus/wav22/p294/p294_214.wav|I love this job.
268|datasets/VCTK-Corpus/wav22/p268/p268_048.wav|What form did that take ?
374|datasets/VCTK-Corpus/wav22/p374/p374_070.wav|We need to think.
298|datasets/VCTK-Corpus/wav22/p298/p298_210.wav|We are being hijacked.
270|datasets/VCTK-Corpus/wav22/p270/p270_199.wav|It was some time before she found out he was safe.
301|datasets/VCTK-Corpus/wav22/p301/p301_079.wav|Another casualty yesterday was John Prescott.
326|datasets/VCTK-Corpus/wav22/p326/p326_269.wav|You write a play.
329|datasets/VCTK-Corpus/wav22/p329/p329_403.wav|I see no reason for them to be.
267|datasets/VCTK-Corpus/wav22/p267/p267_183.wav|He was also married with two children.
286|datasets/VCTK-Corpus/wav22/p286/p286_076.wav|People should not become complacent.
277|datasets/VCTK-Corpus/wav22/p277/p277_254.wav|It is bizarre.
276|datasets/VCTK-Corpus/wav22/p276/p276_012.wav|The rise in retail sales was the first since August.
343|datasets/VCTK-Corpus/wav22/p343/p343_309.wav|Strikers like to go to the ground.
318|datasets/VCTK-Corpus/wav22/p318/p318_393.wav|We remain committed to it, as does the government.
225|datasets/VCTK-Corpus/wav22/p225/p225_086.wav|These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.
341|datasets/VCTK-Corpus/wav22/p341/p341_116.wav|I lost it at the final whistle.
263|datasets/VCTK-Corpus/wav22/p263/p263_270.wav|Ask her to bring these things with her from the store.
248|datasets/VCTK-Corpus/wav22/p248/p248_348.wav|Other people had looked at it.
287|datasets/VCTK-Corpus/wav22/p287/p287_165.wav|We can work all night.
258|datasets/VCTK-Corpus/wav22/p258/p258_357.wav|He becomes the new Minister for Sport and Culture.
273|datasets/VCTK-Corpus/wav22/p273/p273_036.wav|Crucially, though, United were still alive.
234|datasets/VCTK-Corpus/wav22/p234/p234_346.wav|We are currently working on the details.
376|datasets/VCTK-Corpus/wav22/p376/p376_237.wav|"Military action is the only option we have on the table today."
272|datasets/VCTK-Corpus/wav22/p272/p272_224.wav|A formal announcement is expected this morning at a news conference.
364|datasets/VCTK-Corpus/wav22/p364/p364_209.wav|I don't know where it went.
308|datasets/VCTK-Corpus/wav22/p308/p308_037.wav|Its national defence policy is defensive in nature.
241|datasets/VCTK-Corpus/wav22/p241/p241_099.wav|My neighbours are horrified.
318|datasets/VCTK-Corpus/wav22/p318/p318_155.wav|The rainbow is a division of white light into many beautiful colors.
306|datasets/VCTK-Corpus/wav22/p306/p306_236.wav|There will be no shortage of quality applicants.
286|datasets/VCTK-Corpus/wav22/p286/p286_148.wav|We feel very comfortable in this international environment.
259|datasets/VCTK-Corpus/wav22/p259/p259_282.wav|It caused a lot of upset.)
329|datasets/VCTK-Corpus/wav22/p329/p329_139.wav|Both offices were closed yesterday.
250|datasets/VCTK-Corpus/wav22/p250/p250_134.wav|That's not an assumption that I had made.
246|datasets/VCTK-Corpus/wav22/p246/p246_051.wav|It is not a U-turn.
252|datasets/VCTK-Corpus/wav22/p252/p252_063.wav|Consumers will also benefit.
277|datasets/VCTK-Corpus/wav22/p277/p277_244.wav|I feel I did not have enough time.
274|datasets/VCTK-Corpus/wav22/p274/p274_039.wav|What kind of man does that, Mr Dick ?)
272|datasets/VCTK-Corpus/wav22/p272/p272_180.wav|Our team is just so young.
317|datasets/VCTK-Corpus/wav22/p317/p317_302.wav|She was eight months pregnant at the time.
301|datasets/VCTK-Corpus/wav22/p301/p301_376.wav|I think my game is suited to grass.
273|datasets/VCTK-Corpus/wav22/p273/p273_267.wav|Brown is an interesting man, but he is not desperate.
288|datasets/VCTK-Corpus/wav22/p288/p288_322.wav|Finally, he paid for the movie.
270|datasets/VCTK-Corpus/wav22/p270/p270_108.wav|The rainbow is a division of white light into many beautiful colors.
340|datasets/VCTK-Corpus/wav22/p340/p340_267.wav|They were appalling, disgraceful.
283|datasets/VCTK-Corpus/wav22/p283/p283_455.wav|You must always attempt to raise the bar.
376|datasets/VCTK-Corpus/wav22/p376/p376_086.wav|"It was mayhem."
311|datasets/VCTK-Corpus/wav22/p311/p311_414.wav|I've no problem with what they said.
326|datasets/VCTK-Corpus/wav22/p326/p326_388.wav|I'm the one that said it.
363|datasets/VCTK-Corpus/wav22/p363/p363_284.wav|She doesn't know where to begin.
311|datasets/VCTK-Corpus/wav22/p311/p311_283.wav|Planning is a key issue.
329|datasets/VCTK-Corpus/wav22/p329/p329_042.wav|I can't wait for the outdoors.
301|datasets/VCTK-Corpus/wav22/p301/p301_064.wav|I have played really well all year.
310|datasets/VCTK-Corpus/wav22/p310/p310_170.wav|It has removed a bit of guilt.
274|datasets/VCTK-Corpus/wav22/p274/p274_123.wav|Tony Blair said as little.)
308|datasets/VCTK-Corpus/wav22/p308/p308_331.wav|It is a very special city.
313|datasets/VCTK-Corpus/wav22/p313/p313_293.wav|It's an absolute disgrace.
256|datasets/VCTK-Corpus/wav22/p256/p256_122.wav|Since then physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows.
293|datasets/VCTK-Corpus/wav22/p293/p293_047.wav|That's why he plays for Scotland.
311|datasets/VCTK-Corpus/wav22/p311/p311_127.wav|We're not the tourist board.
306|datasets/VCTK-Corpus/wav22/p306/p306_177.wav|She has seen, or heard, it all.
225|datasets/VCTK-Corpus/wav22/p225/p225_113.wav|Ms Anderson yesterday put a brave face on the departure.
345|datasets/VCTK-Corpus/wav22/p345/p345_156.wav|This was a good performance.
294|datasets/VCTK-Corpus/wav22/p294/p294_073.wav|She now lives in London.
252|datasets/VCTK-Corpus/wav22/p252/p252_046.wav|No country has a similar training programme.
277|datasets/VCTK-Corpus/wav22/p277/p277_262.wav|Does that put pressure on us?
250|datasets/VCTK-Corpus/wav22/p250/p250_184.wav|It was nice to finish in style.
363|datasets/VCTK-Corpus/wav22/p363/p363_114.wav|He will have it within two weeks.
247|datasets/VCTK-Corpus/wav22/p247/p247_129.wav|Nonetheless, the overall picture is healthy.)
276|datasets/VCTK-Corpus/wav22/p276/p276_303.wav|We will turn the corner.
276|datasets/VCTK-Corpus/wav22/p276/p276_434.wav|The head teacher was a highly effective leader and manager.
299|datasets/VCTK-Corpus/wav22/p299/p299_230.wav|This is entirely appropriate and overdue.
258|datasets/VCTK-Corpus/wav22/p258/p258_402.wav|The court was shown a video of the house on that day.
345|datasets/VCTK-Corpus/wav22/p345/p345_363.wav|Another casualty yesterday was John Prescott.
264|datasets/VCTK-Corpus/wav22/p264/p264_224.wav|Does that put pressure on us?)
253|datasets/VCTK-Corpus/wav22/p253/p253_236.wav|People must remain vigilant.
317|datasets/VCTK-Corpus/wav22/p317/p317_413.wav|I keep my fingers crossed.
284|datasets/VCTK-Corpus/wav22/p284/p284_298.wav|Painful, but only because it's true.
240|datasets/VCTK-Corpus/wav22/p240/p240_343.wav|Who was the mystery MP?
314|datasets/VCTK-Corpus/wav22/p314/p314_020.wav|Hopefully, we can learn from our mistakes.
301|datasets/VCTK-Corpus/wav22/p301/p301_233.wav|We are seeking funds from government departments.
336|datasets/VCTK-Corpus/wav22/p336/p336_415.wav|Are you all right?
284|datasets/VCTK-Corpus/wav22/p284/p284_174.wav|The Premier League has been a huge success.
238|datasets/VCTK-Corpus/wav22/p238/p238_222.wav|These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.
234|datasets/VCTK-Corpus/wav22/p234/p234_220.wav|In that case, the children were not missing.
269|datasets/VCTK-Corpus/wav22/p269/p269_011.wav|You feel the pride.
318|datasets/VCTK-Corpus/wav22/p318/p318_109.wav|The referee had a shocking game.
310|datasets/VCTK-Corpus/wav22/p310/p310_062.wav|When the sunlight strikes the raindrops in the air, they act as a prism and form a rainbow.
298|datasets/VCTK-Corpus/wav22/p298/p298_354.wav|I feel sorry for the Reds.
247|datasets/VCTK-Corpus/wav22/p247/p247_399.wav|Theatre is not a museum.)
300|datasets/VCTK-Corpus/wav22/p300/p300_372.wav|I just saw them for a few minutes.
249|datasets/VCTK-Corpus/wav22/p249/p249_083.wav|At the end of the day, one has to be careful.
287|datasets/VCTK-Corpus/wav22/p287/p287_069.wav|It had all been arranged.
248|datasets/VCTK-Corpus/wav22/p248/p248_173.wav|Please call Stella.
226|datasets/VCTK-Corpus/wav22/p226/p226_314.wav|We also need a small plastic snake and a big toy frog for the kids.
297|datasets/VCTK-Corpus/wav22/p297/p297_291.wav|We also need a small plastic snake and a big toy frog for the kids.
311|datasets/VCTK-Corpus/wav22/p311/p311_330.wav|The highest rate is in Glasgow.
307|datasets/VCTK-Corpus/wav22/p307/p307_026.wav|But he just carried on anyway.
376|datasets/VCTK-Corpus/wav22/p376/p376_060.wav|"What has caused the demise of singing?"
261|datasets/VCTK-Corpus/wav22/p261/p261_119.wav|It was his own decision.
240|datasets/VCTK-Corpus/wav22/p240/p240_269.wav|I do not think this family will ever get over this.
257|datasets/VCTK-Corpus/wav22/p257/p257_126.wav|Obviously, we were pretty close in a couple of games.
236|datasets/VCTK-Corpus/wav22/p236/p236_448.wav|At that point, the structure of the board was changed.
374|datasets/VCTK-Corpus/wav22/p374/p374_148.wav|I find it puzzling and disturbing.
283|datasets/VCTK-Corpus/wav22/p283/p283_290.wav|My whole life has changed.
268|datasets/VCTK-Corpus/wav22/p268/p268_325.wav|I've come here for the jersey.
312|datasets/VCTK-Corpus/wav22/p312/p312_044.wav|After this, they were always in the driving seat.
240|datasets/VCTK-Corpus/wav22/p240/p240_089.wav|They had a confession.
323|datasets/VCTK-Corpus/wav22/p323/p323_266.wav|We have our supporters and our enemies.
313|datasets/VCTK-Corpus/wav22/p313/p313_111.wav|I was very fortunate.
233|datasets/VCTK-Corpus/wav22/p233/p233_125.wav|It depends on the decisions of the member states.
272|datasets/VCTK-Corpus/wav22/p272/p272_238.wav|What has caused the demise of singing?
253|datasets/VCTK-Corpus/wav22/p253/p253_098.wav|The minister is the engineer.
265|datasets/VCTK-Corpus/wav22/p265/p265_256.wav|Otherwise, it will cost a lot of money.
236|datasets/VCTK-Corpus/wav22/p236/p236_225.wav|I am not obsessed with sex.
272|datasets/VCTK-Corpus/wav22/p272/p272_065.wav|I was invited to work in Germany.
298|datasets/VCTK-Corpus/wav22/p298/p298_135.wav|But one shouldn't go by that.
274|datasets/VCTK-Corpus/wav22/p274/p274_129.wav|The drivers had an awful lot of verbal abuse.)
374|datasets/VCTK-Corpus/wav22/p374/p374_247.wav|Now, that would impress the kids.
247|datasets/VCTK-Corpus/wav22/p247/p247_229.wav|Is it in the right place ?)
311|datasets/VCTK-Corpus/wav22/p311/p311_122.wav|My players are precious to me.
275|datasets/VCTK-Corpus/wav22/p275/p275_074.wav|Both of those promises have already been honoured.
317|datasets/VCTK-Corpus/wav22/p317/p317_262.wav|They included certain insurance policies, and his share of the house.
333|datasets/VCTK-Corpus/wav22/p333/p333_032.wav|Playing in Europe is the benchmark.
267|datasets/VCTK-Corpus/wav22/p267/p267_154.wav|You must always attempt to raise the bar.
301|datasets/VCTK-Corpus/wav22/p301/p301_023.wav|I just want to change my life.
253|datasets/VCTK-Corpus/wav22/p253/p253_303.wav|For the meantime, though, the signs are good.
274|datasets/VCTK-Corpus/wav22/p274/p274_353.wav|You have got to get people from all sorts of different directions.)
345|datasets/VCTK-Corpus/wav22/p345/p345_066.wav|This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue.
271|datasets/VCTK-Corpus/wav22/p271/p271_335.wav|It would still have been a good film, but very different.
227|datasets/VCTK-Corpus/wav22/p227/p227_139.wav|That might help a bit.
239|datasets/VCTK-Corpus/wav22/p239/p239_184.wav|They made such decisions in London.
253|datasets/VCTK-Corpus/wav22/p253/p253_186.wav|Locally, too, the MP is under fire.
261|datasets/VCTK-Corpus/wav22/p261/p261_343.wav|A small number of new jobs will also be created.
285|datasets/VCTK-Corpus/wav22/p285/p285_353.wav|Because they didn't want to know.
273|datasets/VCTK-Corpus/wav22/p273/p273_260.wav|Both companies have had a rough ride in recent years.
284|datasets/VCTK-Corpus/wav22/p284/p284_181.wav|One season, they might do well.
257|datasets/VCTK-Corpus/wav22/p257/p257_123.wav|He has a lot of experience as captain in his career.
246|datasets/VCTK-Corpus/wav22/p246/p246_331.wav|Locally, too, the MP is under fire.
323|datasets/VCTK-Corpus/wav22/p323/p323_146.wav|Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob.
287|datasets/VCTK-Corpus/wav22/p287/p287_232.wav|I think, therefore I am ?
311|datasets/VCTK-Corpus/wav22/p311/p311_391.wav|I seem to keep this for the majors.
276|datasets/VCTK-Corpus/wav22/p276/p276_071.wav|Basically we lost the game because we were outplayed.
255|datasets/VCTK-Corpus/wav22/p255/p255_060.wav|He promised to lead from the front in battle for entry.
275|datasets/VCTK-Corpus/wav22/p275/p275_244.wav|Every aspect of our play was first class.
297|datasets/VCTK-Corpus/wav22/p297/p297_059.wav|Don't hold your breath.
316|datasets/VCTK-Corpus/wav22/p316/p316_182.wav|There will always be problems on the way.
308|datasets/VCTK-Corpus/wav22/p308/p308_310.wav|We've got to get it right.
361|datasets/VCTK-Corpus/wav22/p361/p361_272.wav|There are no second chances.
229|datasets/VCTK-Corpus/wav22/p229/p229_046.wav|Manager Bobby Williamson has no injury worries.
341|datasets/VCTK-Corpus/wav22/p341/p341_380.wav|He doesn't like the Labour Party.
361|datasets/VCTK-Corpus/wav22/p361/p361_211.wav|So far, it is no more.
329|datasets/VCTK-Corpus/wav22/p329/p329_303.wav|His charisma is all on the course.
264|datasets/VCTK-Corpus/wav22/p264/p264_130.wav|People look, but no one ever finds it. )
376|datasets/VCTK-Corpus/wav22/p376/p376_193.wav|"I saw military vehicles in the distance."
261|datasets/VCTK-Corpus/wav22/p261/p261_216.wav|They are now out in the cold.
254|datasets/VCTK-Corpus/wav22/p254/p254_257.wav|That could be in place by next year.
274|datasets/VCTK-Corpus/wav22/p274/p274_455.wav|This is a major championship.)
238|datasets/VCTK-Corpus/wav22/p238/p238_214.wav|Potions said he would drive.
272|datasets/VCTK-Corpus/wav22/p272/p272_118.wav|We have to create a climate of trust, which is not easy.
253|datasets/VCTK-Corpus/wav22/p253/p253_086.wav|We should do everything at a stroke.
277|datasets/VCTK-Corpus/wav22/p277/p277_111.wav|Off with their heads.
312|datasets/VCTK-Corpus/wav22/p312/p312_069.wav|That never seemed likely.
340|datasets/VCTK-Corpus/wav22/p340/p340_116.wav|They said they would.
231|datasets/VCTK-Corpus/wav22/p231/p231_007.wav|And the World Cup has not even begun.
244|datasets/VCTK-Corpus/wav22/p244/p244_394.wav|They are going after them.
297|datasets/VCTK-Corpus/wav22/p297/p297_404.wav|That's hard for a woman.
274|datasets/VCTK-Corpus/wav22/p274/p274_098.wav|A ceasefire is a ceasefire is a ceasefire.)
306|datasets/VCTK-Corpus/wav22/p306/p306_197.wav|Others have tried to explain the phenomenon physically.
281|datasets/VCTK-Corpus/wav22/p281/p281_324.wav|It will also require a lengthy series of clinical trials.
263|datasets/VCTK-Corpus/wav22/p263/p263_468.wav|Already, he has been a tremendous influence in the dressing room.
340|datasets/VCTK-Corpus/wav22/p340/p340_325.wav|There is no other way.
294|datasets/VCTK-Corpus/wav22/p294/p294_027.wav|But it was a pleasure.
270|datasets/VCTK-Corpus/wav22/p270/p270_331.wav|They receive a high profile in the media.
239|datasets/VCTK-Corpus/wav22/p239/p239_164.wav|Well, that's just a third district.
244|datasets/VCTK-Corpus/wav22/p244/p244_417.wav|However, he urged the trade to keep the faith.
244|datasets/VCTK-Corpus/wav22/p244/p244_312.wav|At first, the youngster was not keen.
234|datasets/VCTK-Corpus/wav22/p234/p234_134.wav|The company still had the confidence of its bankers, he said.
259|datasets/VCTK-Corpus/wav22/p259/p259_075.wav|They should take their mobile phones.)
360|datasets/VCTK-Corpus/wav22/p360/p360_231.wav|The club has never won it.
259|datasets/VCTK-Corpus/wav22/p259/p259_060.wav|Ask her to bring these things with her from the store. )
284|datasets/VCTK-Corpus/wav22/p284/p284_282.wav|I was lost.
279|datasets/VCTK-Corpus/wav22/p279/p279_218.wav|Mr Docherty said the whole family was shocked.
253|datasets/VCTK-Corpus/wav22/p253/p253_404.wav|That was a bonus, but it was not the main objective.
279|datasets/VCTK-Corpus/wav22/p279/p279_328.wav|The judge said.
254|datasets/VCTK-Corpus/wav22/p254/p254_117.wav|It's like a high school play.
251|datasets/VCTK-Corpus/wav22/p251/p251_294.wav|In both cases, I suffered a fiasco.
251|datasets/VCTK-Corpus/wav22/p251/p251_343.wav|Maybe this battle has been.
246|datasets/VCTK-Corpus/wav22/p246/p246_045.wav|There will be a beginning, a middle, and an end.
310|datasets/VCTK-Corpus/wav22/p310/p310_270.wav|This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue.
280|datasets/VCTK-Corpus/wav22/p280/p280_053.wav|The report will go before the Scottish Parliament, probably in early autumn.
360|datasets/VCTK-Corpus/wav22/p360/p360_293.wav|I am in a very difficult position.
326|datasets/VCTK-Corpus/wav22/p326/p326_352.wav|I've grown up a bit.
282|datasets/VCTK-Corpus/wav22/p282/p282_321.wav|Of course I was tempted.
266|datasets/VCTK-Corpus/wav22/p266/p266_134.wav|And the Farmer is worried about another aspect of farming life.
255|datasets/VCTK-Corpus/wav22/p255/p255_147.wav|He was jailed for a year.
240|datasets/VCTK-Corpus/wav22/p240/p240_082.wav|The story was first reported in the Spectator magazine.
272|datasets/VCTK-Corpus/wav22/p272/p272_227.wav|The rate of growth in road traffic is already beginning to slow.
308|datasets/VCTK-Corpus/wav22/p308/p308_410.wav|I know a lot of people who don't.
238|datasets/VCTK-Corpus/wav22/p238/p238_347.wav|He looks like an Afghan.
282|datasets/VCTK-Corpus/wav22/p282/p282_217.wav|Work has started.
263|datasets/VCTK-Corpus/wav22/p263/p263_136.wav|That all hope is never lost.
281|datasets/VCTK-Corpus/wav22/p281/p281_459.wav|It's as wide as a church in here.
263|datasets/VCTK-Corpus/wav22/p263/p263_421.wav|MAN is fully listed on the London Stock Exchange.
345|datasets/VCTK-Corpus/wav22/p345/p345_364.wav|There will be no threat to the game.
333|datasets/VCTK-Corpus/wav22/p333/p333_348.wav|Tartan Day is not a Scottish event.
231|datasets/VCTK-Corpus/wav22/p231/p231_057.wav|There will be widespread support on all sides.
266|datasets/VCTK-Corpus/wav22/p266/p266_241.wav|I first met him last summer.
302|datasets/VCTK-Corpus/wav22/p302/p302_302.wav|We have taken steps to rectify it.
258|datasets/VCTK-Corpus/wav22/p258/p258_198.wav|It was deployed in the Gulf War.
267|datasets/VCTK-Corpus/wav22/p267/p267_284.wav|She died in middle age.
266|datasets/VCTK-Corpus/wav22/p266/p266_096.wav|He sees a difference in the style of the two teams.
257|datasets/VCTK-Corpus/wav22/p257/p257_297.wav|But no such amendment has been brought before the Scottish Parliament.
253|datasets/VCTK-Corpus/wav22/p253/p253_121.wav|When a man looks for something beyond his reach, his friends say he is looking for the pot of gold at the end of the rainbow.
288|datasets/VCTK-Corpus/wav22/p288/p288_175.wav|Last weekend in Germany, he missed the cut.
340|datasets/VCTK-Corpus/wav22/p340/p340_217.wav|Annika is very, very fit.
240|datasets/VCTK-Corpus/wav22/p240/p240_186.wav|That will come after the game on Saturday.
339|datasets/VCTK-Corpus/wav22/p339/p339_006.wav|I would like to make an impact, of course.
259|datasets/VCTK-Corpus/wav22/p259/p259_319.wav|It's too close to call.)
251|datasets/VCTK-Corpus/wav22/p251/p251_150.wav|We have an election in eight days.
287|datasets/VCTK-Corpus/wav22/p287/p287_096.wav|Our destiny is in our own hands.
340|datasets/VCTK-Corpus/wav22/p340/p340_168.wav|It's there for people to look at.
271|datasets/VCTK-Corpus/wav22/p271/p271_308.wav|Mr Chisholm said the move was made on the advice of consultants.
311|datasets/VCTK-Corpus/wav22/p311/p311_115.wav|Suddenly, the rugby world had changed.
245|datasets/VCTK-Corpus/wav22/p245/p245_284.wav|However, they continued in their pursuit of victory.
276|datasets/VCTK-Corpus/wav22/p276/p276_003.wav|City sentiment is in his favour.
360|datasets/VCTK-Corpus/wav22/p360/p360_319.wav|There will be good prospects ahead.
360|datasets/VCTK-Corpus/wav22/p360/p360_279.wav|They took a risk.
248|datasets/VCTK-Corpus/wav22/p248/p248_270.wav|Suddenly, the rugby world had changed.
226|datasets/VCTK-Corpus/wav22/p226/p226_325.wav|Who will perform?
317|datasets/VCTK-Corpus/wav22/p317/p317_375.wav|This is the big one.
313|datasets/VCTK-Corpus/wav22/p313/p313_219.wav|He was convicted at Glasgow Sheriff Court.
266|datasets/VCTK-Corpus/wav22/p266/p266_015.wav|We want to keep the pound.
318|datasets/VCTK-Corpus/wav22/p318/p318_372.wav|I was an athlete.
280|datasets/VCTK-Corpus/wav22/p280/p280_221.wav|Some have accepted it as a miracle without physical explanation.
301|datasets/VCTK-Corpus/wav22/p301/p301_325.wav|They were later discharged from hospital.
229|datasets/VCTK-Corpus/wav22/p229/p229_196.wav|However, the players should have a voice in these matters.
245|datasets/VCTK-Corpus/wav22/p245/p245_351.wav|I have had no social life at all.
252|datasets/VCTK-Corpus/wav22/p252/p252_264.wav|His career may also provide food for thought for Ferguson.
267|datasets/VCTK-Corpus/wav22/p267/p267_122.wav|Today we must not repeat that mistake.
251|datasets/VCTK-Corpus/wav22/p251/p251_038.wav|The actual primary rainbow observed is said to be the effect of super-imposition of a number of bows.
336|datasets/VCTK-Corpus/wav22/p336/p336_009.wav|The rainbow is a division of white light into many beautiful colors.
233|datasets/VCTK-Corpus/wav22/p233/p233_076.wav|It was the eighties.
362|datasets/VCTK-Corpus/wav22/p362/p362_012.wav|He's a nice guy.
248|datasets/VCTK-Corpus/wav22/p248/p248_157.wav|I thought it was my only chance.
341|datasets/VCTK-Corpus/wav22/p341/p341_383.wav|It was then into overtime.
340|datasets/VCTK-Corpus/wav22/p340/p340_050.wav|He can be beaten.
329|datasets/VCTK-Corpus/wav22/p329/p329_380.wav|It was nice to get a clean sheet.
286|datasets/VCTK-Corpus/wav22/p286/p286_199.wav|I want the Commonwealth and European titles.
284|datasets/VCTK-Corpus/wav22/p284/p284_191.wav|So I got a blood test.
305|datasets/VCTK-Corpus/wav22/p305/p305_052.wav|This is a huge confidence boost.
314|datasets/VCTK-Corpus/wav22/p314/p314_164.wav|It's the most beautiful place on earth.
238|datasets/VCTK-Corpus/wav22/p238/p238_118.wav|Does that put pressure on us ?
274|datasets/VCTK-Corpus/wav22/p274/p274_227.wav|Does that put pressure on us ?)
236|datasets/VCTK-Corpus/wav22/p236/p236_224.wav|It is not either national standards or local control.
360|datasets/VCTK-Corpus/wav22/p360/p360_016.wav|You will need it.
323|datasets/VCTK-Corpus/wav22/p323/p323_295.wav|There were no violations.
285|datasets/VCTK-Corpus/wav22/p285/p285_217.wav|It was an interesting thing to do.
275|datasets/VCTK-Corpus/wav22/p275/p275_337.wav|It's very nice.
234|datasets/VCTK-Corpus/wav22/p234/p234_357.wav|I had no intention of misleading anyone.
310|datasets/VCTK-Corpus/wav22/p310/p310_227.wav|He didn't really, we just made that up.
238|datasets/VCTK-Corpus/wav22/p238/p238_080.wav|My daughter is an adult.
299|datasets/VCTK-Corpus/wav22/p299/p299_068.wav|We knew nothing about it.
316|datasets/VCTK-Corpus/wav22/p316/p316_089.wav|It's a scandal, a disgrace.
310|datasets/VCTK-Corpus/wav22/p310/p310_147.wav|The Greeks used to imagine that it was a sign from gods to foretell war or heavy rain.
231|datasets/VCTK-Corpus/wav22/p231/p231_435.wav|On Friday, the headteacher and deputy headteacher appeared at the door.
257|datasets/VCTK-Corpus/wav22/p257/p257_391.wav|For the refugees, the return will not come a moment too soon.
318|datasets/VCTK-Corpus/wav22/p318/p318_327.wav|If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow.
229|datasets/VCTK-Corpus/wav22/p229/p229_203.wav|That's the name of the game, though.
254|datasets/VCTK-Corpus/wav22/p254/p254_072.wav|And if he hadn't become a musician?
227|datasets/VCTK-Corpus/wav22/p227/p227_400.wav|This is a complex and detailed report.
308|datasets/VCTK-Corpus/wav22/p308/p308_106.wav|It is a form of physical exercise.
364|datasets/VCTK-Corpus/wav22/p364/p364_256.wav|What can you say?
256|datasets/VCTK-Corpus/wav22/p256/p256_156.wav|It changed my life.
345|datasets/VCTK-Corpus/wav22/p345/p345_075.wav|I was completely knackered.
248|datasets/VCTK-Corpus/wav22/p248/p248_028.wav|There was an e-mail.
306|datasets/VCTK-Corpus/wav22/p306/p306_194.wav|My office is bare.
233|datasets/VCTK-Corpus/wav22/p233/p233_178.wav|His son has been travelling with the Tartan Army for years.
345|datasets/VCTK-Corpus/wav22/p345/p345_143.wav|Certainly, there is much on the agenda.
267|datasets/VCTK-Corpus/wav22/p267/p267_401.wav|Everything else is a bonus.
280|datasets/VCTK-Corpus/wav22/p280/p280_395.wav|This man could yet win over Scottish hearts.
318|datasets/VCTK-Corpus/wav22/p318/p318_413.wav|I didn't want to fall out with anyone.
329|datasets/VCTK-Corpus/wav22/p329/p329_030.wav|People look, but no one ever finds it.
256|datasets/VCTK-Corpus/wav22/p256/p256_291.wav|A web site is planned for November.
